report_id,report_text,report_type,sif_label,hazard_category,severity,unsafe_act,unsafe_condition,potential_consequence,failed_control,location,equipment,source
b22adc37-043f-4852-976b-32c780b30815,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Act,NO,Slips/Trips,LOW,,,,,Offshore Platform 1,Electrical Panel,synthetic
70cde1a7-f959-458a-8555-563f1cb31292,Small oil spill near Heat Exchanger at Offshore Platform 1. Cleaned up promptly.,Unsafe Condition,NO,Electrical,LOW,,,,,Offshore Platform 1,Heat Exchanger,synthetic
e5eadb05-128d-4f95-9ed7-ed759fe9a70d,Worker observed not wearing safety glasses at Offshore Platform 1.,Unsafe Act,NO,Working at Height,LOW,,,,,Offshore Platform 1,Pump,synthetic
f9fcbf6e-bed8-4ec7-8e1d-65b81cc2b007,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Act,NO,Slips/Trips,LOW,,,,,Refinery Sector 4,Heat Exchanger,synthetic
6aea0ddc-ba3b-4045-ae6a-3dda2c73b533,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Condition,NO,Working at Height,MEDIUM,,,,,Offshore Platform 1,Electrical Panel,synthetic
e5d8e003-26af-4bf4-907b-0b841af9cb75,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Act,NO,Electrical,LOW,,,,,Offshore Platform 1,Pump,synthetic
7362442e-caf4-4102-be6a-d32a4a5a4094,Small oil spill near Compressor at Refinery Sector 4. Cleaned up promptly.,Unsafe Act,NO,Pressure,LOW,,,,,Refinery Sector 4,Compressor,synthetic
30e5e6f6-31ae-46dd-9b5c-eb3409ba1d10,"During maintenance of the Valve at Unit A, the technician started work without isolating the equipment. The Valve was still energized.",Unsafe Act,YES,Pressure,HIGH,,,,,Unit A,Valve,synthetic
d653476e-7b96-49d6-b0cc-fa6b105fa83d,Worker observed not wearing safety glasses at Unit B.,Unsafe Condition,NO,Working at Height,LOW,,,,,Unit B,Pump,synthetic
eed9bdb6-921e-428e-b8f0-1086cb08816f,Trip hazard due to loose cables near Valve. Cables were immediately organized.,Unsafe Act,NO,Confined Space,LOW,,,,,Unit B,Valve,synthetic
36573474-f313-4204-9942-899e61ec478c,<div><p>Small oil spill near Compressor at Offshore Platform 1. Cleaned up promptly.</p></div>,Unsafe Condition,NO,Manual Handling,LOW,,,,,Offshore Platform 1,Compressor,synthetic
ae776796-a3cd-4c36-a7cd-5ccabbabd91b,Line opened with residual pressure on the Electrical Panel. High-energy release narrowly missed the operator.,Near Miss,YES,Working at Height,CRITICAL,,,,,Unit A,Electrical Panel,synthetic
c5d75794-20b7-477d-a690-843c230405b7,Trip hazard due to loose cables near Compressor. Cables were immediately organized.,Unsafe Act,NO,Manual Handling,LOW,,,,,Offshore Platform 1,Compressor,synthetic
7db3f5df-83d2-4813-81ee-65de9f7bdbd9,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Act,NO,Electrical,LOW,,,,,Unit B,Valve,synthetic
c4928394-7ff1-49ee-9819-a4bb50cea313,Small oil spill near Valve at Refinery Sector 4. Cleaned up promptly.,Unsafe Condition,NO,Working at Height,LOW,,,,,Refinery Sector 4,Valve,synthetic
edc735dd-2a4a-4c7c-81e2-4d8e04029a1c,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Act,NO,Confined Space,MEDIUM,,,,,Unit A,Compressor,synthetic
4bc777f7-bfc8-47fd-97a3-382690c8f713,"While working at Offshore Platform 1, worker was at height without fall protection. Serious risk of fatal fall.",Near Miss,YES,Confined Space,CRITICAL,,,,,Offshore Platform 1,Electrical Panel,synthetic
18dcaaec-622a-4859-972e-faef73135aa6,Worker observed not wearing safety glasses at Unit A.,Unsafe Condition,NO,Pressure,LOW,,,,,Unit A,Electrical Panel,synthetic
c96f0ffd-7e8b-4c35-8012-169309e20356,Worker observed not wearing safety glasses at Unit A.,Unsafe Act,NO,Working at Height,MEDIUM,,,,,Unit A,Pump,synthetic
4f1bf48d-d283-4fcb-90fd-0d72623d64c1,Trip hazard due to loose cables near Compressor. Cables were immediately organized.,Unsafe Act,NO,Pressure,LOW,,,,,Offshore Platform 1,Compressor,synthetic
3e5401f9-9c31-4ca8-9010-7bd157aed3c8,Line opened with residual pressure on the Valve. High-energy release narrowly missed the operator.,Unsafe Act,YES,Pressure,CRITICAL,,,,,Unit A,Valve,synthetic
3c8d51ef-1a3e-4914-860b-261283e01b73,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Act,NO,Energy Isolation,LOW,,,,,Refinery Sector 4,Compressor,synthetic
c4a33957-9501-4ac1-a783-2a7f1e5bb5d7,Worker observed not wearing safety glasses at Unit A.,Unsafe Condition,NO,Manual Handling,MEDIUM,,,,,Unit A,Valve,synthetic
85413326-6002-4b0d-a3e9-22bae7bcf2a0,Trip hazard due to loose cables near Electrical Panel. Cables were immediately organized.,Unsafe Condition,NO,Manual Handling,MEDIUM,,,,,Unit A,Electrical Panel,synthetic
b9635115-e782-4f6f-a6f3-05a2a33dd5e8,Worker observed not wearing safety glasses at Unit A.,Unsafe Act,NO,Working at Height,MEDIUM,,,,,Unit A,Pump,synthetic
0bd093ed-c22a-4cf7-afc3-ca6c47c7e121,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Act,NO,Pressure,MEDIUM,,,,,Unit B,Heat Exchanger,synthetic
a9a79059-47c2-423e-97cf-afc6c74f339c,Line opened with residual pressure on the Valve. High-energy release narrowly missed the operator.,Near Miss,YES,Confined Space,HIGH,,,,,Unit B,Valve,synthetic
53046e2b-edd6-4c03-9d5e-84b0b6a5e451,,Unsafe Act,NO,Energy Isolation,MEDIUM,,,,,Refinery Sector 4,Heat Exchanger,synthetic
2780351d-6677-4f2f-845d-d3d91a639be7,Worker observed not wearing safety glasses at Unit B.,Unsafe Act,NO,Pressure,LOW,,,,,Unit B,Valve,synthetic
450faf5d-9d0b-4c60-9de3-f28ec818fe3d,Worker observed not wearing safety glasses at Offshore Platform 1.,Unsafe Condition,NO,Manual Handling,LOW,,,,,Offshore Platform 1,Compressor,synthetic
12bc1745-c4f3-4c4f-936d-065969fc2d38,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Condition,NO,Pressure,LOW,,,,,Refinery Sector 4,Valve,synthetic
af68bdba-fc28-4b2a-937f-11db2a3a31d5,Small oil spill near Pump at Unit A. Cleaned up promptly.,Unsafe Act,NO,Working at Height,MEDIUM,,,,,Unit A,Pump,synthetic
1ec76365-8442-4c43-81a1-9223462ebc92,<div><p>Small oil spill near Pump at Unit B. Cleaned up promptly.</p></div>,Unsafe Condition,NO,Electrical,MEDIUM,,,,,Unit B,Pump,synthetic
887fbcc1-1967-4e19-a33a-c2bb8dbeeaf9,Small oil spill near Compressor at Refinery Sector 4. Cleaned up promptly.,Unsafe Act,NO,Energy Isolation,LOW,,,,,Refinery Sector 4,Compressor,synthetic
e8921e86-bf84-46aa-a162-2b1d40cd9409,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Condition,NO,Slips/Trips,MEDIUM,,,,,Refinery Sector 4,Heat Exchanger,synthetic
86e86639-843c-4545-8e27-13df6c1ba673,Worker observed not wearing safety glasses at Refinery Sector 4.,Unsafe Condition,NO,Electrical,LOW,,,,,Refinery Sector 4,Compressor,synthetic
bce555ae-2dfc-4737-9b6a-fa75e2ed7ca9,Trip hazard due to loose cables near Heat Exchanger. Cables were immediately organized.,Unsafe Act,NO,Pressure,MEDIUM,,,,,Refinery Sector 4,Heat Exchanger,synthetic
1da234de-eb0f-491b-8ca2-d4f54c4b2ee4,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Act,NO,Slips/Trips,LOW,,,,,Offshore Platform 1,Pump,synthetic
eacc5775-3fd8-459c-9260-94053c7cb3f3,,Unsafe Condition,NO,Pressure,MEDIUM,,,,,Offshore Platform 1,Electrical Panel,synthetic
fa1f3d4d-341d-49a6-8923-ff85180926ae,Trip hazard due to loose cables near Heat Exchanger. Cables were immediately organized.,Unsafe Act,NO,Pressure,LOW,,,,,Refinery Sector 4,Heat Exchanger,synthetic
9d4ab7de-c871-40c2-93ba-26152f5167fe,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Condition,NO,Confined Space,LOW,,,,,Offshore Platform 1,Valve,synthetic
62ab2360-b9ad-4404-a386-e527bf7b481f,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Condition,NO,Confined Space,LOW,,,,,Offshore Platform 1,Valve,synthetic
df1c4bad-193e-440a-9674-6a47c47a537b,Trip hazard due to loose cables near Valve. Cables were immediately organized.,Unsafe Condition,NO,Pressure,MEDIUM,,,,,Unit B,Valve,synthetic
aec87b94-35e3-4933-b99f-c0a2cf5b7bd5,Small oil spill near Electrical Panel at Refinery Sector 4. Cleaned up promptly.,Unsafe Condition,NO,Electrical,MEDIUM,,,,,Refinery Sector 4,Electrical Panel,synthetic
30c6806a-9f8a-487a-8f78-a1b0f6b6cb6f,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Act,NO,Pressure,MEDIUM,,,,,Unit A,Compressor,synthetic
ca6ebd62-8761-403b-814a-e9b541978ea7,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Act,NO,Pressure,MEDIUM,,,,,Unit A,Compressor,synthetic
e4fab500-656f-4997-8832-1d8acc2f5c05,,Unsafe Act,NO,Pressure,LOW,,,,,Offshore Platform 1,Compressor,synthetic
75262c29-c0d3-4d9f-8ca9-7c87875403da,<div><p>Worker used incorrect gloves for manual handling task. Supervisor corrected the action.</p></div>,Unsafe Condition,NO,Energy Isolation,MEDIUM,,,,,Unit B,Compressor,synthetic
de2a4245-0db0-41da-a687-d35b27662f9a,Small oil spill near Heat Exchanger at Offshore Platform 1. Cleaned up promptly.,Unsafe Condition,NO,Confined Space,MEDIUM,,,,,Offshore Platform 1,Heat Exchanger,synthetic
4921fec7-31d6-4f93-ac67-5ad47ba76aa5,Small oil spill near Pump at Refinery Sector 4. Cleaned up promptly.,Unsafe Condition,NO,Electrical,LOW,,,,,Refinery Sector 4,Pump,synthetic
0ca76d2c-5f01-4422-9647-c40bbb3223e3,Trip hazard due to loose cables near Valve. Cables were immediately organized.,Unsafe Act,NO,Electrical,LOW,,,,,Unit A,Valve,synthetic
9edaaa20-780f-4ce2-a8de-8f919b1c5fdf,Trip hazard due to loose cables near Heat Exchanger. Cables were immediately organized.,Unsafe Condition,NO,Working at Height,MEDIUM,,,,,Unit A,Heat Exchanger,synthetic
a17cd673-bb35-4dd0-929b-ff2b0178b29d,Worker observed not wearing safety glasses at Offshore Platform 1.,Unsafe Condition,NO,Electrical,LOW,,,,,Offshore Platform 1,Pump,synthetic
d648d776-fc12-4d85-8b12-56f2ee8a056b,Trip hazard due to loose cables near Valve. Cables were immediately organized.,Unsafe Condition,NO,Confined Space,MEDIUM,,,,,Offshore Platform 1,Valve,synthetic
e93d7166-2dfa-44e6-b707-b516ed6a3b29,Trip hazard due to loose cables near Pump. Cables were immediately organized.,Unsafe Condition,NO,Working at Height,MEDIUM,,,,,Unit A,Pump,synthetic
fcf1467a-82f5-448b-8009-ad5a64ee563b,Trip hazard due to loose cables near Compressor. Cables were immediately organized.,Unsafe Condition,NO,Manual Handling,LOW,,,,,Unit B,Compressor,synthetic
334bb393-1ce2-46d2-bff2-2a2c97e090e2,Small oil spill near Compressor at Unit A. Cleaned up promptly.,Unsafe Condition,NO,Energy Isolation,MEDIUM,,,,,Unit A,Compressor,synthetic
338e4887-eeeb-40c8-88cb-672875960bb9,Small oil spill near Valve at Refinery Sector 4. Cleaned up promptly.,Unsafe Act,NO,Pressure,LOW,,,,,Refinery Sector 4,Valve,synthetic
fbf166db-a9ae-4161-ac5a-28bfb72ee20d,Small oil spill near Electrical Panel at Unit B. Cleaned up promptly.,Unsafe Condition,NO,Manual Handling,LOW,,,,,Unit B,Electrical Panel,synthetic
2b2ad026-29a2-4d19-8c6c-7801498cb649,Small oil spill near Heat Exchanger at Unit B. Cleaned up promptly.,Unsafe Act,NO,Energy Isolation,LOW,,,,,Unit B,Heat Exchanger,synthetic
1aabc1e7-aee5-4fda-8d18-52b0ab0892c1,Small oil spill near Heat Exchanger at Refinery Sector 4. Cleaned up promptly.,Unsafe Act,NO,Manual Handling,MEDIUM,,,,,Refinery Sector 4,Heat Exchanger,synthetic
62a1cdb5-1ea7-4705-a055-00b1a80247d5,Small oil spill near Pump at Refinery Sector 4. Cleaned up promptly.,Unsafe Condition,NO,Energy Isolation,LOW,,,,,Refinery Sector 4,Pump,synthetic
9cd0c818-bad1-4848-a9f8-7e3414088ae0,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Condition,NO,Slips/Trips,LOW,,,,,Unit A,Valve,synthetic
08e0f45f-85b3-487f-896e-fa3945e79052,Small oil spill near Heat Exchanger at Offshore Platform 1. Cleaned up promptly.,Unsafe Act,NO,Electrical,MEDIUM,,,,,Offshore Platform 1,Heat Exchanger,synthetic
8ac344bb-9eee-49dd-9131-d2fcd0f48ed9,Small oil spill near Electrical Panel at Unit B. Cleaned up promptly.,Unsafe Act,NO,Slips/Trips,LOW,,,,,Unit B,Electrical Panel,synthetic
d45530d4-7a23-4ca8-9fbc-6e78b6c51cda,Worker observed not wearing safety glasses at Offshore Platform 1.,Unsafe Act,NO,Manual Handling,LOW,,,,,Offshore Platform 1,Electrical Panel,synthetic
0cdd6fa7-767e-4494-8115-22a965830c33,Trip hazard due to loose cables near Pump. Cables were immediately organized.,Unsafe Act,NO,Confined Space,MEDIUM,,,,,Unit B,Pump,synthetic
cd1f06c1-ebe4-4d78-9e9c-203b1310fd4a,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Condition,NO,Energy Isolation,MEDIUM,,,,,Unit B,Heat Exchanger,synthetic
cfc19b5b-bd01-4000-bcf9-fa35123af2af,Trip hazard due to loose cables near Valve. Cables were immediately organized.,Unsafe Act,NO,Working at Height,MEDIUM,,,,,Refinery Sector 4,Valve,synthetic
19048c8c-3440-438a-9f48-f430e573a61c,Worker observed not wearing safety glasses at Offshore Platform 1.,Unsafe Condition,NO,Slips/Trips,MEDIUM,,,,,Offshore Platform 1,Electrical Panel,synthetic
3c2700fe-4a38-408e-a7ee-411c8506eae1,Small oil spill near Valve at Unit B. Cleaned up promptly.,Unsafe Condition,NO,Pressure,MEDIUM,,,,,Unit B,Valve,synthetic
3dbd32ae-d2f6-4d69-95a1-0b05bf2afe29,Small oil spill near Valve at Offshore Platform 1. Cleaned up promptly.,Unsafe Act,NO,Slips/Trips,MEDIUM,,,,,Offshore Platform 1,Valve,synthetic
03114305-d512-4af4-94bf-b2de7a027cb5,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Act,NO,Slips/Trips,LOW,,,,,Refinery Sector 4,Heat Exchanger,synthetic
fdafa8f6-6d33-4bab-a380-9514ba1ef27d,Small oil spill near Pump at Unit A. Cleaned up promptly.,Unsafe Act,NO,Working at Height,MEDIUM,,,,,Unit A,Pump,synthetic
a30dee4b-ffa1-4f28-9de5-80418d6310ee,,Unsafe Act,NO,Slips/Trips,MEDIUM,,,,,Unit B,Heat Exchanger,synthetic
77c9244c-0f13-4815-855b-db881b0facfc,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Condition,NO,Electrical,MEDIUM,,,,,Offshore Platform 1,Electrical Panel,synthetic
bd97361a-7f58-4a3b-8ff2-926e38084490,<div><p>Worker used incorrect gloves for manual handling task. Supervisor corrected the action.</p></div>,Unsafe Act,NO,Manual Handling,MEDIUM,,,,,Unit A,Valve,synthetic
4e631c8a-6aab-48b5-a922-20810ce07a8a,<div><p>Worker used incorrect gloves for manual handling task. Supervisor corrected the action.</p></div>,Unsafe Act,NO,Manual Handling,MEDIUM,,,,,Unit A,Valve,synthetic
9c84f694-1aad-4b5c-86ce-5cd2556573a9,Worker observed not wearing safety glasses at Refinery Sector 4.,Unsafe Condition,NO,Confined Space,LOW,,,,,Refinery Sector 4,Pump,synthetic
df8e25bc-f3d6-43d3-99db-f90996fe0ccf,Trip hazard due to loose cables near Heat Exchanger. Cables were immediately organized.,Unsafe Condition,NO,Pressure,LOW,,,,,Offshore Platform 1,Heat Exchanger,synthetic
342d1624-e15e-4cad-9e00-a67078a039b3,Worker observed not wearing safety glasses at Unit A.,Unsafe Act,NO,Electrical,LOW,,,,,Unit A,Heat Exchanger,synthetic
0fa6118d-f2e0-4056-847e-dc58a0bf9082,Worker observed not wearing safety glasses at Unit A.,Unsafe Act,NO,Electrical,LOW,,,,,Unit A,Heat Exchanger,synthetic
c18b71da-71f4-420e-8895-dd74be0787bf,Worker observed not wearing safety glasses at Offshore Platform 1.,Unsafe Condition,NO,Pressure,MEDIUM,,,,,Offshore Platform 1,Pump,synthetic
c9086360-ab0d-4a88-a40f-c0666cba32d1,Small oil spill near Pump at Refinery Sector 4. Cleaned up promptly.,Unsafe Act,NO,Slips/Trips,LOW,,,,,Refinery Sector 4,Pump,synthetic
4b1a1307-cbf9-433d-a4d1-fe8210e8b7e6,<div><p>Worker used incorrect gloves for manual handling task. Supervisor corrected the action.</p></div>,Unsafe Condition,NO,Slips/Trips,MEDIUM,,,,,Unit A,Compressor,synthetic
0198c9e1-58dd-494f-b911-6ca56c106486,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Act,NO,Energy Isolation,LOW,,,,,Refinery Sector 4,Compressor,synthetic
d5ce5149-1487-4697-b0ef-5a9d87bc7b7b,Small oil spill near Valve at Refinery Sector 4. Cleaned up promptly.,Unsafe Act,NO,Electrical,MEDIUM,,,,,Refinery Sector 4,Valve,synthetic
8661b950-94ed-4804-9a13-e998a372c813,Worker observed not wearing safety glasses at Refinery Sector 4.,Unsafe Act,NO,Energy Isolation,MEDIUM,,,,,Refinery Sector 4,Valve,synthetic
4162964c-5b96-4220-bf2b-d3728856f95f,Worker observed not wearing safety glasses at Unit B.,Unsafe Condition,NO,Manual Handling,LOW,,,,,Unit B,Electrical Panel,synthetic
bae670e3-c727-422f-8b89-2a2caec604cb,Trip hazard due to loose cables near Heat Exchanger. Cables were immediately organized.,Unsafe Act,NO,Working at Height,MEDIUM,,,,,Offshore Platform 1,Heat Exchanger,synthetic
5d6aed3a-d60d-4ef5-a807-8e6b79f632c2,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Condition,NO,Pressure,LOW,,,,,Unit B,Compressor,synthetic
e2516b7b-5f8b-4891-bda9-bb763c50a056,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Act,NO,Energy Isolation,MEDIUM,,,,,Unit B,Compressor,synthetic
0db2a79a-2d51-488e-95ff-4fd177e40f17,Small oil spill near Pump at Refinery Sector 4. Cleaned up promptly.,Unsafe Condition,NO,Slips/Trips,LOW,,,,,Refinery Sector 4,Pump,synthetic
8eb854db-33a9-4ad2-aec1-d7085b7637c9,Worker observed not wearing safety glasses at Offshore Platform 1.,Unsafe Condition,NO,Energy Isolation,MEDIUM,,,,,Offshore Platform 1,Valve,synthetic
efea53e3-d190-4b30-ad53-6da1dbf326fb,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Condition,NO,Manual Handling,MEDIUM,,,,,Unit A,Pump,synthetic
cd6de1cb-5278-44dc-a3d8-f06ed39eafb2,Worker observed not wearing safety glasses at Refinery Sector 4.,Unsafe Condition,NO,Slips/Trips,LOW,,,,,Refinery Sector 4,Pump,synthetic
72e584f8-f9b5-4c97-96ef-58701519d389,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Act,NO,Working at Height,LOW,,,,,Offshore Platform 1,Heat Exchanger,synthetic
0062e5c6-fbb2-4f62-92de-86ec36faa806,Worker observed not wearing safety glasses at Offshore Platform 1.,Unsafe Act,NO,Pressure,MEDIUM,,,,,Offshore Platform 1,Valve,synthetic
28c551d5-7232-4f87-9145-d5f3d55d8e54,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Condition,NO,Slips/Trips,MEDIUM,,,,,Unit A,Compressor,synthetic
365c59f9-56e4-4c99-ae31-515b6df015f9,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Condition,NO,Confined Space,LOW,,,,,Unit B,Compressor,synthetic
5f6e9110-9b3a-4299-a9bf-df8e655b63ef,Trip hazard due to loose cables near Pump. Cables were immediately organized.,Unsafe Act,NO,Electrical,MEDIUM,,,,,Refinery Sector 4,Pump,synthetic
dfc616c8-4e1f-4a7a-bf3b-192eca5bd9fe,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Condition,NO,Electrical,LOW,,,,,Offshore Platform 1,Electrical Panel,synthetic
7b4cdc05-308a-4cf4-87a1-638bacd05f1c,Trip hazard due to loose cables near Pump. Cables were immediately organized.,Unsafe Act,NO,Confined Space,LOW,,,,,Refinery Sector 4,Pump,synthetic
1ffa4a6f-744f-41d7-9533-499b6a7e16e8,<div><p>Trip hazard due to loose cables near Heat Exchanger. Cables were immediately organized.</p></div>,Unsafe Condition,NO,Pressure,MEDIUM,,,,,Unit A,Heat Exchanger,synthetic
f7f631d8-e4ef-4a1a-a9be-608c4e2c892c,"<div><p>While working at Refinery Sector 4, worker was at height without fall protection. Serious risk of fatal fall.</p></div>",Near Miss,YES,Pressure,HIGH,,,,,Refinery Sector 4,Heat Exchanger,synthetic
866159c7-ab10-49c0-a7e0-3ea04f27c684,Small oil spill near Heat Exchanger at Refinery Sector 4. Cleaned up promptly.,Unsafe Condition,NO,Confined Space,LOW,,,,,Refinery Sector 4,Heat Exchanger,synthetic
beeb9bdf-d717-4d10-b0b5-962e60413801,Small oil spill near Heat Exchanger at Refinery Sector 4. Cleaned up promptly.,Unsafe Act,NO,Slips/Trips,MEDIUM,,,,,Refinery Sector 4,Heat Exchanger,synthetic
d335cae2-1542-4e9d-af22-21de18b5ff67,Trip hazard due to loose cables near Heat Exchanger. Cables were immediately organized.,Unsafe Condition,NO,Working at Height,LOW,,,,,Unit A,Heat Exchanger,synthetic
ecd8609e-518a-4f1b-8a50-f56a6adfafda,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Act,NO,Working at Height,MEDIUM,,,,,Unit A,Compressor,synthetic
b195831b-35fa-4a13-9b5f-cf04fb9f842c,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Act,NO,Energy Isolation,MEDIUM,,,,,Refinery Sector 4,Pump,synthetic
c3e1ef11-a890-4597-8364-8a86cd71381b,Worker observed not wearing safety glasses at Unit A.,Unsafe Condition,NO,Electrical,LOW,,,,,Unit A,Electrical Panel,synthetic
b7d7b2b7-8ff3-403d-81bd-39e04c69193b,Worker observed not wearing safety glasses at Offshore Platform 1.,Unsafe Act,NO,Slips/Trips,LOW,,,,,Offshore Platform 1,Heat Exchanger,synthetic
3b710a35-0907-43b2-8859-7456c6456d80,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Condition,NO,Working at Height,LOW,,,,,Refinery Sector 4,Pump,synthetic
cb6a3c2a-1876-432c-8e07-a30a4982917a,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Act,NO,Pressure,LOW,,,,,Unit A,Electrical Panel,synthetic
735fd8a2-f2d7-48b2-baa9-33bb4f4b99c2,Small oil spill near Compressor at Unit A. Cleaned up promptly.,Unsafe Condition,NO,Pressure,LOW,,,,,Unit A,Compressor,synthetic
a3809e93-f4f5-4e80-9069-613bd7730ea7,Trip hazard due to loose cables near Compressor. Cables were immediately organized.,Unsafe Act,NO,Pressure,MEDIUM,,,,,Unit B,Compressor,synthetic
705926e1-cb92-4121-8e14-0c2fb207cb95,Small oil spill near Heat Exchanger at Unit A. Cleaned up promptly.,Unsafe Act,NO,Working at Height,MEDIUM,,,,,Unit A,Heat Exchanger,synthetic
3dcee984-7680-4d41-b855-742b613cc061,Trip hazard due to loose cables near Electrical Panel. Cables were immediately organized.,Unsafe Condition,NO,Electrical,LOW,,,,,Unit B,Electrical Panel,synthetic
5cf9dbf9-5eb4-48ac-a3ee-f397834b8b67,Small oil spill near Electrical Panel at Offshore Platform 1. Cleaned up promptly.,Unsafe Act,NO,Pressure,MEDIUM,,,,,Offshore Platform 1,Electrical Panel,synthetic
6362afc5-f83b-43ce-af5c-c8c88d3261fe,Small oil spill near Electrical Panel at Offshore Platform 1. Cleaned up promptly.,Unsafe Condition,NO,Confined Space,MEDIUM,,,,,Offshore Platform 1,Electrical Panel,synthetic
fd8c6f6c-fe4c-4f69-b11c-a1ce2d57a060,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Condition,NO,Electrical,MEDIUM,,,,,Unit B,Electrical Panel,synthetic
69038fc6-d9dc-46ac-b72a-458f0089c325,Small oil spill near Heat Exchanger at Unit B. Cleaned up promptly.,Unsafe Act,NO,Confined Space,MEDIUM,,,,,Unit B,Heat Exchanger,synthetic
6ea75d14-6494-4b7b-a2e0-fe598c1ea2d7,<div><p>Worker observed not wearing safety glasses at Unit B.</p></div>,Unsafe Condition,NO,Electrical,LOW,,,,,Unit B,Compressor,synthetic
e8e3d0a4-c903-4e94-9fcb-c0f6dbbd74c8,Small oil spill near Compressor at Unit A. Cleaned up promptly.,Unsafe Act,NO,Manual Handling,LOW,,,,,Unit A,Compressor,synthetic
e8bd4450-ae36-4646-96b4-0cd2aa3920cf,Worker observed not wearing safety glasses at Offshore Platform 1.,Unsafe Condition,NO,Confined Space,MEDIUM,,,,,Offshore Platform 1,Heat Exchanger,synthetic
5d356ca7-2c23-42d4-ba35-3ddc824f2506,Trip hazard due to loose cables near Heat Exchanger. Cables were immediately organized.,Unsafe Act,NO,Working at Height,MEDIUM,,,,,Unit A,Heat Exchanger,synthetic
93b13701-e85e-41d1-bad4-19b032d9d0da,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Act,NO,Manual Handling,MEDIUM,,,,,Unit B,Valve,synthetic
25f3ca20-dd68-4e73-8c1c-4f845d0e8ffb,Worker observed not wearing safety glasses at Refinery Sector 4.,Unsafe Condition,NO,Confined Space,LOW,,,,,Refinery Sector 4,Electrical Panel,synthetic
74061e42-220b-417f-8bd0-da6128f07fee,Small oil spill near Pump at Offshore Platform 1. Cleaned up promptly.,Unsafe Condition,NO,Working at Height,LOW,,,,,Offshore Platform 1,Pump,synthetic
e41a9fe3-6ba7-4a00-8d02-f761b076069e,Trip hazard due to loose cables near Electrical Panel. Cables were immediately organized.,Unsafe Condition,NO,Pressure,LOW,,,,,Offshore Platform 1,Electrical Panel,synthetic
e8ed0f8a-c956-46b7-a8bf-918cac7e1745,Small oil spill near Heat Exchanger at Refinery Sector 4. Cleaned up promptly.,Unsafe Condition,NO,Slips/Trips,LOW,,,,,Refinery Sector 4,Heat Exchanger,synthetic
9a96ec87-c8d2-4de3-b9e9-af76cada7cd9,Trip hazard due to loose cables near Electrical Panel. Cables were immediately organized.,Unsafe Condition,NO,Manual Handling,MEDIUM,,,,,Unit A,Electrical Panel,synthetic
8861f03c-787b-463c-bb17-78e5f20d6ae7,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Condition,NO,Manual Handling,MEDIUM,,,,,Unit A,Pump,synthetic
966781dd-e87b-405f-85f9-799ac2794705,Trip hazard due to loose cables near Pump. Cables were immediately organized.,Unsafe Condition,NO,Confined Space,LOW,,,,,Unit A,Pump,synthetic
8d8ac0a9-904b-4ee5-abdb-c4ed027100a5,Small oil spill near Pump at Unit B. Cleaned up promptly.,Unsafe Condition,NO,Manual Handling,LOW,,,,,Unit B,Pump,synthetic
