report_id,report_text,report_type,sif_label,hazard_category,severity,unsafe_act,unsafe_condition,potential_consequence,failed_control,location,equipment,source,immediate_action,intervention,corrective_action,preventive_action,work_stopped,report_text_clean
c95e635a-d0dd-4a5c-a716-9b1a3b429cbf,[Oct 23] Report by W-3737: Worker entered the confined space at Unit A without conducting a gas test. No standby person was present.,Unsafe Act,YES,Pressure,HIGH,,,,,Unit A,Compressor,synthetic,stopped work,supervisor intervened,cleaned up,,True,[Oct 23] Report by W-3737: Worker entered the confined space at Unit A without conducting a gas test. No standby person was present.
d607c51c-9a91-4872-883f-1b79c4ef9ea6,[Oct 2] Report by W-4572: Trip hazard due to loose cables near Valve. Cables were immediately organized.,Unsafe Act,NO,Working at Height,MEDIUM,,,,,Unit B,Valve,synthetic,stopped work,supervisor intervened,replaced equipment,updated procedures,True,[Oct 2] Report by W-4572: Trip hazard due to loose cables near Valve. Cables were immediately organized.
76e48bd6-e1c0-4862-b3fd-8e917a0a1975,[Oct 14] Report by W-9077: Worker observed not wearing safety glasses at Unit B.,Unsafe Condition,NO,Pressure,LOW,,,,,Unit B,Compressor,synthetic,reported to supervisor,supervisor intervened,cleaned up,retrained staff,False,[Oct 14] Report by W-9077: Worker observed not wearing safety glasses at Unit B.
f598f489-6723-45c2-85a8-0626da0af11f,[Oct 16] Report by W-4874: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Act,NO,Working at Height,LOW,,,,,Refinery Sector 4,Compressor,synthetic,,colleague intervened,replaced equipment,,True,[Oct 16] Report by W-4874: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.
ef3d55fb-ef56-4ed5-b3e2-a16383d0bb4a,[Oct 20] Report by W-3525: Worker observed not wearing safety glasses at Refinery Sector 4.,Unsafe Condition,NO,Electrical,LOW,,,,,Refinery Sector 4,Compressor,synthetic,,colleague intervened,cleaned up,updated procedures,,[Oct 20] Report by W-3525: Worker observed not wearing safety glasses at Refinery Sector 4.
5a2c77b7-a009-4738-ae34-ff85d1b49256,[Oct 8] Report by W-6038: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Condition,NO,Electrical,LOW,,,,,Unit B,Valve,synthetic,stopped work,supervisor intervened,cleaned up,retrained staff,False,[Oct 8] Report by W-6038: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.
d685918b-bf63-4cf8-a7a2-df008d821370,[Oct 15] Report by W-2656: Trip hazard due to loose cables near Pump. Cables were immediately organized.,Unsafe Act,NO,Electrical,MEDIUM,,,,,Refinery Sector 4,Pump,synthetic,reported to supervisor,supervisor intervened,,updated procedures,True,[Oct 15] Report by W-2656: Trip hazard due to loose cables near Pump. Cables were immediately organized.
96241e7f-ca13-41b9-8c21-820f123060fa,[Oct 22] Report by W-2845: Worker observed not wearing safety glasses at Unit A.,Unsafe Act,NO,Energy Isolation,LOW,,,,,Unit A,Heat Exchanger,synthetic,reported to supervisor,,cleaned up,updated procedures,True,[Oct 22] Report by W-2845: Worker observed not wearing safety glasses at Unit A.
5bcd97d0-553f-4794-8703-a9fe2c8d2828,[Oct 6] Report by W-2644: Trip hazard due to loose cables near Electrical Panel. Cables were immediately organized.,Unsafe Act,NO,Manual Handling,MEDIUM,,,,,Unit A,Electrical Panel,synthetic,reported to supervisor,supervisor intervened,replaced equipment,retrained staff,True,[Oct 6] Report by W-2644: Trip hazard due to loose cables near Electrical Panel. Cables were immediately organized.
55a65ea4-f042-4d92-a8d8-2ee9f1f16ebc,[Oct 25] Report by W-8112: Trip hazard due to loose cables near Compressor. Cables were immediately organized.,Unsafe Act,NO,Confined Space,LOW,,,,,Refinery Sector 4,Compressor,synthetic,,supervisor intervened,cleaned up,retrained staff,False,[Oct 25] Report by W-8112: Trip hazard due to loose cables near Compressor. Cables were immediately organized.
64245dcc-7c54-44cb-8a4e-446abcf1f32f,[Oct 13] Report by W-6325: Small oil spill near Compressor at Refinery Sector 4. Cleaned up promptly.,Unsafe Act,NO,Slips/Trips,LOW,,,,,Refinery Sector 4,Compressor,synthetic,stopped work,,cleaned up,,False,[Oct 13] Report by W-6325: Small oil spill near Compressor at Refinery Sector 4. Cleaned up promptly.
9653f5ac-0b8f-4cc0-975f-f55711297a28,[Oct 12] Report by W-6625: Small oil spill near Electrical Panel at Unit B. Cleaned up promptly.,Unsafe Act,NO,Electrical,MEDIUM,,,,,Unit B,Electrical Panel,synthetic,stopped work,colleague intervened,,retrained staff,,[Oct 12] Report by W-6625: Small oil spill near Electrical Panel at Unit B. Cleaned up promptly.
ae9339b1-2656-4588-97d4-01b0b56094da,[Oct 14] Report by W-4341: Worker observed not wearing safety glasses at Unit B.,Unsafe Act,NO,Pressure,LOW,,,,,Unit B,Pump,synthetic,reported to supervisor,,cleaned up,updated procedures,True,[Oct 14] Report by W-4341: Worker observed not wearing safety glasses at Unit B.
d2ad03f9-1774-4a2c-a2c1-798e385a4e22,<div><p>[Oct 22] Report by W-4450: Small oil spill near Electrical Panel at Unit B. Cleaned up promptly.</p></div>,Unsafe Act,NO,Slips/Trips,MEDIUM,,,,,Unit B,Electrical Panel,synthetic,stopped work,colleague intervened,replaced equipment,retrained staff,True,[Oct 22] Report by W-4450: Small oil spill near Electrical Panel at Unit B. Cleaned up promptly.
eeca391f-bb96-4d1b-90ca-35b745a28e08,[Oct 13] Report by W-5066: Small oil spill near Electrical Panel at Unit B. Cleaned up promptly.,Unsafe Condition,NO,Working at Height,MEDIUM,,,,,Unit B,Electrical Panel,synthetic,,,cleaned up,retrained staff,,[Oct 13] Report by W-5066: Small oil spill near Electrical Panel at Unit B. Cleaned up promptly.
7153623f-ebe7-470d-8023-5018921b76dd,[Oct 21] Report by W-9330: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Condition,NO,Electrical,MEDIUM,,,,,Offshore Platform 1,Compressor,synthetic,stopped work,supervisor intervened,cleaned up,,False,[Oct 21] Report by W-9330: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.
92fe40fd-1e16-499f-a647-9b04f7c4695e,[Oct 2] Report by W-3567: Trip hazard due to loose cables near Heat Exchanger. Cables were immediately organized.,Unsafe Condition,NO,Electrical,MEDIUM,,,,,Offshore Platform 1,Heat Exchanger,synthetic,stopped work,supervisor intervened,,retrained staff,False,[Oct 2] Report by W-3567: Trip hazard due to loose cables near Heat Exchanger. Cables were immediately organized.
7287f104-64d2-4381-ac3e-2dce556071c6,[Oct 23] Report by W-2905: Small oil spill near Pump at Unit A. Cleaned up promptly.,Unsafe Condition,NO,Confined Space,MEDIUM,,,,,Unit A,Pump,synthetic,stopped work,colleague intervened,,updated procedures,False,[Oct 23] Report by W-2905: Small oil spill near Pump at Unit A. Cleaned up promptly.
9f19de4e-3b21-4572-8913-cdf939ae9c6c,[Oct 13] Report by W-6177: Small oil spill near Pump at Unit B. Cleaned up promptly.,Unsafe Act,NO,Pressure,LOW,,,,,Unit B,Pump,synthetic,stopped work,,,,True,[Oct 13] Report by W-6177: Small oil spill near Pump at Unit B. Cleaned up promptly.
25863636-c997-4e92-ac66-307f6f14a615,[Oct 9] Report by W-4950: Small oil spill near Compressor at Unit B. Cleaned up promptly.,Unsafe Act,NO,Manual Handling,MEDIUM,,,,,Unit B,Compressor,synthetic,,,replaced equipment,retrained staff,True,[Oct 9] Report by W-4950: Small oil spill near Compressor at Unit B. Cleaned up promptly.
f4b8caac-cf59-40d3-8a1d-3449497eb7a5,"[Oct 5] Report by W-2976: While working at Refinery Sector 4, worker was at height without fall protection. Serious risk of fatal fall.",Near Miss,YES,Energy Isolation,CRITICAL,,,,,Refinery Sector 4,Electrical Panel,synthetic,stopped work,,cleaned up,retrained staff,False,"[Oct 5] Report by W-2976: While working at Refinery Sector 4, worker was at height without fall protection. Serious risk of fatal fall."
8ad2c0ed-0379-41be-80e7-43d2ef847cde,[Oct 7] Report by W-2023: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Condition,NO,Energy Isolation,LOW,,,,,Unit B,Electrical Panel,synthetic,,supervisor intervened,,updated procedures,False,[Oct 7] Report by W-2023: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.
70265f2b-89e6-4d0b-9b3d-d075649d493a,[Oct 6] Report by W-8294: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Condition,NO,Manual Handling,MEDIUM,,,,,Unit A,Pump,synthetic,,supervisor intervened,cleaned up,updated procedures,False,[Oct 6] Report by W-8294: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.
455c1fce-f38e-4613-b0d3-d132867f0a4d,[Oct 1] Report by W-9389: Trip hazard due to loose cables near Compressor. Cables were immediately organized.,Unsafe Act,NO,Confined Space,MEDIUM,,,,,Unit B,Compressor,synthetic,stopped work,supervisor intervened,cleaned up,retrained staff,,[Oct 1] Report by W-9389: Trip hazard due to loose cables near Compressor. Cables were immediately organized.
4a366e83-3e33-48b5-bb74-6abc8dad4a9c,[Oct 18] Report by W-4685: Worker observed not wearing safety glasses at Unit A.,Unsafe Act,NO,Slips/Trips,LOW,,,,,Unit A,Valve,synthetic,reported to supervisor,supervisor intervened,replaced equipment,retrained staff,True,[Oct 18] Report by W-4685: Worker observed not wearing safety glasses at Unit A.
08971766-3b71-465f-828c-f249e97c315b,[Oct 8] Report by W-1446: Worker observed not wearing safety glasses at Refinery Sector 4.,Unsafe Condition,NO,Pressure,MEDIUM,,,,,Refinery Sector 4,Valve,synthetic,,supervisor intervened,cleaned up,retrained staff,True,[Oct 8] Report by W-1446: Worker observed not wearing safety glasses at Refinery Sector 4.
9b687386-2574-4f94-8d0b-0f179c163a73,[Oct 22] Report by W-1336: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Condition,NO,Manual Handling,LOW,,,,,Refinery Sector 4,Pump,synthetic,reported to supervisor,,cleaned up,,True,[Oct 22] Report by W-1336: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.
c1499b02-477b-4b13-942a-acf5b9d779ec,[Oct 14] Report by W-9144: Line opened with residual pressure on the Electrical Panel. High-energy release narrowly missed the operator.,Unsafe Act,YES,Pressure,HIGH,,,,,Unit A,Electrical Panel,synthetic,,colleague intervened,replaced equipment,retrained staff,False,[Oct 14] Report by W-9144: Line opened with residual pressure on the Electrical Panel. High-energy release narrowly missed the operator.
d36e2b29-768a-486f-be6c-8b84e9695da5,[Oct 6] Report by W-7401: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Act,NO,Confined Space,LOW,,,,,Offshore Platform 1,Compressor,synthetic,,colleague intervened,cleaned up,,False,[Oct 6] Report by W-7401: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.
b62318f1-ac4f-4d0c-8def-0ad4bcdb3b38,[Oct 20] Report by W-4445: Small oil spill near Pump at Refinery Sector 4. Cleaned up promptly.,Unsafe Act,NO,Manual Handling,MEDIUM,,,,,Refinery Sector 4,Pump,synthetic,stopped work,,,,,[Oct 20] Report by W-4445: Small oil spill near Pump at Refinery Sector 4. Cleaned up promptly.
fab9f847-7d44-4a70-87cd-6c0ebee29d25,[Oct 1] Report by W-7012: Trip hazard due to loose cables near Electrical Panel. Cables were immediately organized.,Unsafe Act,NO,Manual Handling,LOW,,,,,Refinery Sector 4,Electrical Panel,synthetic,reported to supervisor,supervisor intervened,,,True,[Oct 1] Report by W-7012: Trip hazard due to loose cables near Electrical Panel. Cables were immediately organized.
89985636-4180-4c88-8892-3257161ff9b9,[Oct 4] Report by W-8578: Worker observed not wearing safety glasses at Unit B.,Unsafe Act,NO,Pressure,MEDIUM,,,,,Unit B,Heat Exchanger,synthetic,stopped work,,cleaned up,updated procedures,False,[Oct 4] Report by W-8578: Worker observed not wearing safety glasses at Unit B.
12ce3f16-a6da-4baf-9fec-ca5ebadd2b28,[Oct 11] Report by W-6164: Small oil spill near Pump at Unit A. Cleaned up promptly.,Unsafe Act,NO,Confined Space,LOW,,,,,Unit A,Pump,synthetic,stopped work,supervisor intervened,replaced equipment,updated procedures,False,[Oct 11] Report by W-6164: Small oil spill near Pump at Unit A. Cleaned up promptly.
5735a535-8622-4066-b2f5-6965907c2c4e,[Oct 18] Report by W-4988: Worker observed not wearing safety glasses at Refinery Sector 4.,Unsafe Condition,NO,Pressure,MEDIUM,,,,,Refinery Sector 4,Electrical Panel,synthetic,stopped work,,,updated procedures,False,[Oct 18] Report by W-4988: Worker observed not wearing safety glasses at Refinery Sector 4.
837b78f3-1040-42a8-97c5-625d6370e6ea,[Oct 24] Report by W-9265: Trip hazard due to loose cables near Compressor. Cables were immediately organized.,Unsafe Act,NO,Confined Space,LOW,,,,,Refinery Sector 4,Compressor,synthetic,,supervisor intervened,,updated procedures,,[Oct 24] Report by W-9265: Trip hazard due to loose cables near Compressor. Cables were immediately organized.
f0563438-f060-420f-956c-6934f92919e6,[Oct 16] Report by W-1973: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Condition,NO,Working at Height,LOW,,,,,Unit B,Electrical Panel,synthetic,,colleague intervened,replaced equipment,updated procedures,,[Oct 16] Report by W-1973: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.
a1cd9d24-439c-4521-8e94-40aa3b34c899,[Oct 20] Report by W-8519: Worker observed not wearing safety glasses at Refinery Sector 4.,Unsafe Act,NO,Working at Height,MEDIUM,,,,,Refinery Sector 4,Compressor,synthetic,,supervisor intervened,replaced equipment,retrained staff,,[Oct 20] Report by W-8519: Worker observed not wearing safety glasses at Refinery Sector 4.
f2a0811e-1a10-41e2-8bcc-28525307732c,[Oct 6] Report by W-9930: Small oil spill near Heat Exchanger at Offshore Platform 1. Cleaned up promptly.,Unsafe Act,NO,Manual Handling,LOW,,,,,Offshore Platform 1,Heat Exchanger,synthetic,reported to supervisor,colleague intervened,,,False,[Oct 6] Report by W-9930: Small oil spill near Heat Exchanger at Offshore Platform 1. Cleaned up promptly.
7bba35f9-0ecc-4946-851f-ca9f888044a9,[Oct 24] Report by W-3629: Trip hazard due to loose cables near Electrical Panel. Cables were immediately organized.,Unsafe Act,NO,Pressure,LOW,,,,,Refinery Sector 4,Electrical Panel,synthetic,stopped work,colleague intervened,replaced equipment,updated procedures,,[Oct 24] Report by W-3629: Trip hazard due to loose cables near Electrical Panel. Cables were immediately organized.
aae4a830-eae5-474a-8830-3c0c00a06759,[Oct 8] Report by W-6072: Trip hazard due to loose cables near Electrical Panel. Cables were immediately organized.,Unsafe Condition,NO,Confined Space,LOW,,,,,Unit B,Electrical Panel,synthetic,,colleague intervened,replaced equipment,,False,[Oct 8] Report by W-6072: Trip hazard due to loose cables near Electrical Panel. Cables were immediately organized.
93117fbe-7fce-4a58-87a1-5e000868b399,"[Oct 5] Report by W-2206: During maintenance of the Compressor at Refinery Sector 4, the technician started work without isolating the equipment. The Compressor was still energized.",Near Miss,YES,Energy Isolation,HIGH,,,,,Refinery Sector 4,Compressor,synthetic,reported to supervisor,supervisor intervened,cleaned up,updated procedures,True,"[Oct 5] Report by W-2206: During maintenance of the Compressor at Refinery Sector 4, the technician started work without isolating the equipment. The Compressor was still energized."
cf976093-bd86-4c33-b2a3-25db0d03cdd0,[Oct 5] Report by W-8897: Worker entered the confined space at Refinery Sector 4 without conducting a gas test. No standby person was present.,Near Miss,YES,Pressure,HIGH,,,,,Refinery Sector 4,Electrical Panel,synthetic,reported to supervisor,colleague intervened,replaced equipment,updated procedures,,[Oct 5] Report by W-8897: Worker entered the confined space at Refinery Sector 4 without conducting a gas test. No standby person was present.
2defb504-9bcb-44ba-bef3-ad0703db1fdd,[Oct 19] Report by W-7013: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Act,NO,Working at Height,LOW,,,,,Refinery Sector 4,Electrical Panel,synthetic,,supervisor intervened,cleaned up,retrained staff,,[Oct 19] Report by W-7013: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.
2548bd6d-c06e-4fe3-8837-eae3a5b2ec30,[Oct 14] Report by W-7264: Small oil spill near Compressor at Offshore Platform 1. Cleaned up promptly.,Unsafe Act,NO,Manual Handling,LOW,,,,,Offshore Platform 1,Compressor,synthetic,,,cleaned up,,True,[Oct 14] Report by W-7264: Small oil spill near Compressor at Offshore Platform 1. Cleaned up promptly.
39f480be-e2c1-4176-a57c-5831665232b4,[Oct 9] Report by W-8693: Small oil spill near Pump at Unit A. Cleaned up promptly.,Unsafe Act,NO,Manual Handling,MEDIUM,,,,,Unit A,Pump,synthetic,reported to supervisor,,cleaned up,retrained staff,True,[Oct 9] Report by W-8693: Small oil spill near Pump at Unit A. Cleaned up promptly.
9c24ef52-e7ea-48ea-9065-025df2ea822d,[Oct 25] Report by W-8741: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Condition,NO,Electrical,MEDIUM,,,,,Offshore Platform 1,Valve,synthetic,reported to supervisor,colleague intervened,,retrained staff,,[Oct 25] Report by W-8741: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.
bf8f5b47-0b5e-446c-bb75-b77a1e9f0e52,[Oct 21] Report by W-2016: Trip hazard due to loose cables near Heat Exchanger. Cables were immediately organized.,Unsafe Condition,NO,Pressure,MEDIUM,,,,,Unit A,Heat Exchanger,synthetic,stopped work,supervisor intervened,,updated procedures,False,[Oct 21] Report by W-2016: Trip hazard due to loose cables near Heat Exchanger. Cables were immediately organized.
e89f56c7-5122-4bf7-86b0-029c4a3ab41f,[Oct 16] Report by W-3699: Worker observed not wearing safety glasses at Refinery Sector 4.,Unsafe Act,NO,Working at Height,LOW,,,,,Refinery Sector 4,Compressor,synthetic,,colleague intervened,,updated procedures,,[Oct 16] Report by W-3699: Worker observed not wearing safety glasses at Refinery Sector 4.
832149f4-86a6-41f1-a86a-3ac3b605c5df,[Oct 21] Report by W-4053: Small oil spill near Heat Exchanger at Unit A. Cleaned up promptly.,Unsafe Act,NO,Pressure,LOW,,,,,Unit A,Heat Exchanger,synthetic,reported to supervisor,colleague intervened,,,False,[Oct 21] Report by W-4053: Small oil spill near Heat Exchanger at Unit A. Cleaned up promptly.
785faac2-03dc-4b78-b269-5b15116a475b,[Oct 17] Report by W-5155: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Condition,NO,Working at Height,MEDIUM,,,,,Refinery Sector 4,Valve,synthetic,stopped work,,,updated procedures,False,[Oct 17] Report by W-5155: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.
31438416-86ac-4c72-bbb1-bbcfdd42cc00,[Oct 17] Report by W-3107: Worker observed not wearing safety glasses at Unit B.,Unsafe Condition,NO,Manual Handling,MEDIUM,,,,,Unit B,Heat Exchanger,synthetic,,,,retrained staff,False,[Oct 17] Report by W-3107: Worker observed not wearing safety glasses at Unit B.
0c3512ec-dca9-4b6a-9a06-055cfbe26af3,[Oct 11] Report by W-3238: Small oil spill near Electrical Panel at Offshore Platform 1. Cleaned up promptly.,Unsafe Condition,NO,Pressure,MEDIUM,,,,,Offshore Platform 1,Electrical Panel,synthetic,,colleague intervened,cleaned up,updated procedures,False,[Oct 11] Report by W-3238: Small oil spill near Electrical Panel at Offshore Platform 1. Cleaned up promptly.
3cab52af-8840-429f-a00b-29e0e8b41e78,[Oct 7] Report by W-1994: Small oil spill near Valve at Refinery Sector 4. Cleaned up promptly.,Unsafe Condition,NO,Energy Isolation,LOW,,,,,Refinery Sector 4,Valve,synthetic,,,,,False,[Oct 7] Report by W-1994: Small oil spill near Valve at Refinery Sector 4. Cleaned up promptly.
766bebd1-36c0-4a5e-92aa-823d29e69657,[Oct 26] Report by W-2711: Worker observed not wearing safety glasses at Unit A.,Unsafe Act,NO,Manual Handling,MEDIUM,,,,,Unit A,Heat Exchanger,synthetic,,,cleaned up,retrained staff,False,[Oct 26] Report by W-2711: Worker observed not wearing safety glasses at Unit A.
761eab44-4241-4f68-940d-8d1e9c546857,[Oct 11] Report by W-2299: Worker observed not wearing safety glasses at Unit B.,Unsafe Condition,NO,Electrical,MEDIUM,,,,,Unit B,Compressor,synthetic,reported to supervisor,,,updated procedures,,[Oct 11] Report by W-2299: Worker observed not wearing safety glasses at Unit B.
07dac458-b340-42dd-a35c-9082347a2642,[Oct 14] Report by W-2913: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Act,NO,Pressure,MEDIUM,,,,,Offshore Platform 1,Electrical Panel,synthetic,,supervisor intervened,replaced equipment,updated procedures,,[Oct 14] Report by W-2913: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.
44049c1a-a65b-4979-a382-1bdc3ca465d2,[Oct 14] Report by W-3044: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Act,NO,Confined Space,LOW,,,,,Unit B,Compressor,synthetic,stopped work,,replaced equipment,retrained staff,,[Oct 14] Report by W-3044: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.
8e28bad2-ccec-44f3-a06a-8b4d2f6f5ce2,[Oct 11] Report by W-7626: Small oil spill near Pump at Unit B. Cleaned up promptly.,Unsafe Condition,NO,Working at Height,LOW,,,,,Unit B,Pump,synthetic,reported to supervisor,supervisor intervened,cleaned up,retrained staff,True,[Oct 11] Report by W-7626: Small oil spill near Pump at Unit B. Cleaned up promptly.
14b7e157-3e6d-4864-a92c-a50be20e6bee,[Oct 23] Report by W-9254: Worker observed not wearing safety glasses at Offshore Platform 1.,Unsafe Act,NO,Manual Handling,LOW,,,,,Offshore Platform 1,Heat Exchanger,synthetic,,colleague intervened,cleaned up,updated procedures,,[Oct 23] Report by W-9254: Worker observed not wearing safety glasses at Offshore Platform 1.
7f62a626-76e4-484b-af49-4c6f786565a7,[Oct 22] Report by W-1703: Small oil spill near Electrical Panel at Unit A. Cleaned up promptly.,Unsafe Condition,NO,Slips/Trips,LOW,,,,,Unit A,Electrical Panel,synthetic,stopped work,colleague intervened,replaced equipment,,True,[Oct 22] Report by W-1703: Small oil spill near Electrical Panel at Unit A. Cleaned up promptly.
19a3b687-e913-49c8-813f-38f6a502927d,[Oct 5] Report by W-9008: Small oil spill near Pump at Refinery Sector 4. Cleaned up promptly.,Unsafe Act,NO,Energy Isolation,LOW,,,,,Refinery Sector 4,Pump,synthetic,reported to supervisor,colleague intervened,,updated procedures,True,[Oct 5] Report by W-9008: Small oil spill near Pump at Refinery Sector 4. Cleaned up promptly.
aac74eb9-6f47-4edf-9df8-fc5cef2d94e3,[Oct 8] Report by W-6487: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Act,NO,Pressure,MEDIUM,,,,,Refinery Sector 4,Pump,synthetic,reported to supervisor,,,retrained staff,False,[Oct 8] Report by W-6487: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.
956e71ae-d75d-45d3-a809-40eed2f2140c,[Oct 8] Report by W-1071: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Condition,NO,Working at Height,MEDIUM,,,,,Unit B,Electrical Panel,synthetic,stopped work,,cleaned up,,,[Oct 8] Report by W-1071: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.
d4437a00-0a17-47e0-870f-8885f55b8cfb,[Oct 28] Report by W-4354: Worker observed not wearing safety glasses at Unit B.,Unsafe Condition,NO,Slips/Trips,MEDIUM,,,,,Unit B,Pump,synthetic,reported to supervisor,,,retrained staff,False,[Oct 28] Report by W-4354: Worker observed not wearing safety glasses at Unit B.
1f983d57-d060-4a88-8a6b-505d0d2f1bd0,[Oct 7] Report by W-9211: Trip hazard due to loose cables near Electrical Panel. Cables were immediately organized.,Unsafe Condition,NO,Electrical,LOW,,,,,Unit B,Electrical Panel,synthetic,,supervisor intervened,replaced equipment,retrained staff,True,[Oct 7] Report by W-9211: Trip hazard due to loose cables near Electrical Panel. Cables were immediately organized.
811df02e-3e3d-40fb-8155-23697d96af74,[Oct 2] Report by W-8513: Trip hazard due to loose cables near Electrical Panel. Cables were immediately organized.,Unsafe Condition,NO,Energy Isolation,LOW,,,,,Unit A,Electrical Panel,synthetic,stopped work,,cleaned up,updated procedures,False,[Oct 2] Report by W-8513: Trip hazard due to loose cables near Electrical Panel. Cables were immediately organized.
5c781b64-fbae-4414-a492-5da19fcc6341,[Oct 15] Report by W-7720: Small oil spill near Compressor at Unit B. Cleaned up promptly.,Unsafe Condition,NO,Confined Space,LOW,,,,,Unit B,Compressor,synthetic,reported to supervisor,colleague intervened,,updated procedures,True,[Oct 15] Report by W-7720: Small oil spill near Compressor at Unit B. Cleaned up promptly.
2fc4081f-fb24-4f8d-b9a3-3cad19c2f4ed,[Oct 27] Report by W-3007: Worker observed not wearing safety glasses at Offshore Platform 1.,Unsafe Condition,NO,Manual Handling,MEDIUM,,,,,Offshore Platform 1,Electrical Panel,synthetic,reported to supervisor,,,updated procedures,True,[Oct 27] Report by W-3007: Worker observed not wearing safety glasses at Offshore Platform 1.
5bb22829-d997-4e07-a427-5a7761d8a6e4,[Oct 19] Report by W-9949: Trip hazard due to loose cables near Electrical Panel. Cables were immediately organized.,Unsafe Condition,NO,Working at Height,LOW,,,,,Refinery Sector 4,Electrical Panel,synthetic,,,cleaned up,retrained staff,,[Oct 19] Report by W-9949: Trip hazard due to loose cables near Electrical Panel. Cables were immediately organized.
d3456f6b-1c80-4db1-a978-2b6500c11bfb,[Oct 3] Report by W-7376: Worker observed not wearing safety glasses at Offshore Platform 1.,Unsafe Condition,NO,Pressure,MEDIUM,,,,,Offshore Platform 1,Valve,synthetic,,,cleaned up,retrained staff,False,[Oct 3] Report by W-7376: Worker observed not wearing safety glasses at Offshore Platform 1.
e70ae703-a3ef-41a0-a787-a082eae6d782,[Oct 21] Report by W-1608: Line opened with residual pressure on the Valve. High-energy release narrowly missed the operator.,Unsafe Act,YES,Confined Space,HIGH,,,,,Refinery Sector 4,Valve,synthetic,,supervisor intervened,replaced equipment,updated procedures,True,[Oct 21] Report by W-1608: Line opened with residual pressure on the Valve. High-energy release narrowly missed the operator.
fca630b0-46be-4060-89bc-02bfb4905b85,[Oct 1] Report by W-9546: Small oil spill near Heat Exchanger at Refinery Sector 4. Cleaned up promptly.,Unsafe Act,NO,Electrical,MEDIUM,,,,,Refinery Sector 4,Heat Exchanger,synthetic,,supervisor intervened,,retrained staff,,[Oct 1] Report by W-9546: Small oil spill near Heat Exchanger at Refinery Sector 4. Cleaned up promptly.
9f401efa-0724-4199-a5e5-3da9ed21a037,<div><p>[Oct 8] Report by W-5684: Trip hazard due to loose cables near Valve. Cables were immediately organized.</p></div>,Unsafe Act,NO,Confined Space,LOW,,,,,Unit B,Valve,synthetic,stopped work,,replaced equipment,,,[Oct 8] Report by W-5684: Trip hazard due to loose cables near Valve. Cables were immediately organized.
b31099fd-618a-4c03-be56-701bd34078fe,[Oct 3] Report by W-3625: Worker observed not wearing safety glasses at Unit A.,Unsafe Act,NO,Pressure,MEDIUM,,,,,Unit A,Heat Exchanger,synthetic,stopped work,supervisor intervened,replaced equipment,updated procedures,,[Oct 3] Report by W-3625: Worker observed not wearing safety glasses at Unit A.
3aa5e4a4-e445-43dc-85e5-de0b55747721,[Oct 9] Report by W-2312: Trip hazard due to loose cables near Heat Exchanger. Cables were immediately organized.,Unsafe Condition,NO,Working at Height,MEDIUM,,,,,Unit B,Heat Exchanger,synthetic,,colleague intervened,replaced equipment,,True,[Oct 9] Report by W-2312: Trip hazard due to loose cables near Heat Exchanger. Cables were immediately organized.
77a34cf1-b736-47e2-b3c1-d165dd441ad0,[Oct 12] Report by W-5929: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Act,NO,Working at Height,LOW,,,,,Refinery Sector 4,Pump,synthetic,reported to supervisor,supervisor intervened,,,,[Oct 12] Report by W-5929: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.
