report_id,report_text,report_type,sif_label,hazard_category,severity,unsafe_act,unsafe_condition,potential_consequence,failed_control,location,equipment,source,immediate_action,intervention,corrective_action,preventive_action,work_stopped
962d8afe-5c02-4594-9da2-ac97719f034e,[Oct 22] Report by W-1809: Worker observed not wearing safety glasses at Refinery Sector 4.,Unsafe Act,NO,Energy Isolation,MEDIUM,,,,,Refinery Sector 4,Valve,synthetic,stopped work,supervisor intervened,,,
e0375376-c47d-4437-a4c6-2397e1455f34,[Oct 24] Report by W-7495: Worker observed not wearing safety glasses at Unit A.,Unsafe Condition,NO,Energy Isolation,MEDIUM,,,,,Unit A,Electrical Panel,synthetic,reported to supervisor,supervisor intervened,replaced equipment,retrained staff,True
64d09dfd-221a-4053-a55e-750072e812a6,[Oct 17] Report by W-2256: Worker observed not wearing safety glasses at Unit A.,Unsafe Condition,NO,Pressure,LOW,,,,,Unit A,Heat Exchanger,synthetic,stopped work,,cleaned up,retrained staff,False
291293b8-42e0-452b-b62f-d40d5ba3224a,[Oct 1] Report by W-4901: Small oil spill near Heat Exchanger at Unit A. Cleaned up promptly.,Unsafe Act,NO,Slips/Trips,LOW,,,,,Unit A,Heat Exchanger,synthetic,reported to supervisor,supervisor intervened,replaced equipment,updated procedures,
b4486101-8a2e-43e4-b268-ccab8173176e,[Oct 17] Report by W-8153: Small oil spill near Valve at Unit A. Cleaned up promptly.,Unsafe Act,NO,Working at Height,MEDIUM,,,,,Unit A,Valve,synthetic,,supervisor intervened,replaced equipment,updated procedures,
ab25ffba-e46d-4cc7-8c07-07efb90661b5,"[Oct 9] Report by W-1213: During maintenance of the Electrical Panel at Refinery Sector 4, the technician started work without isolating the equipment. The Electrical Panel was still energized.",Near Miss,YES,Energy Isolation,CRITICAL,,,,,Refinery Sector 4,Electrical Panel,synthetic,,supervisor intervened,replaced equipment,,True
880fcf76-5d37-4a29-9ea4-05315b4cb9b3,[Oct 26] Report by W-5523: Worker observed not wearing safety glasses at Refinery Sector 4.,Unsafe Act,NO,Manual Handling,LOW,,,,,Refinery Sector 4,Pump,synthetic,reported to supervisor,supervisor intervened,,updated procedures,True
c5d6f54d-c41f-4ad6-93f2-c04ed4bb59b9,[Oct 22] Report by W-7721: Trip hazard due to loose cables near Pump. Cables were immediately organized.,Unsafe Condition,NO,Manual Handling,LOW,,,,,Unit A,Pump,synthetic,stopped work,supervisor intervened,cleaned up,,True
8201a662-8b74-4abf-9465-2ef2c5d8000c,[Oct 16] Report by W-1679: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Act,NO,Pressure,MEDIUM,,,,,Offshore Platform 1,Pump,synthetic,stopped work,,cleaned up,,True
d1ddd0b7-5e3d-4a81-bed1-c0a0b79f5cfe,[Oct 3] Report by W-9765: Worker observed not wearing safety glasses at Unit B.,Unsafe Act,NO,Slips/Trips,MEDIUM,,,,,Unit B,Heat Exchanger,synthetic,reported to supervisor,colleague intervened,replaced equipment,retrained staff,True
1719d16e-9959-4d35-a1e2-42d8cb0511f9,[Oct 15] Report by W-1285: Worker observed not wearing safety glasses at Unit B.,Unsafe Act,NO,Electrical,MEDIUM,,,,,Unit B,Heat Exchanger,synthetic,reported to supervisor,supervisor intervened,cleaned up,updated procedures,False
814bce45-0760-4797-a7aa-82a67b6bc9fa,[Oct 22] Report by W-2874: Small oil spill near Pump at Unit B. Cleaned up promptly.,Unsafe Condition,NO,Electrical,LOW,,,,,Unit B,Pump,synthetic,stopped work,colleague intervened,replaced equipment,retrained staff,False
c2ee3aa4-59a8-428c-b184-135470ee06b7,[Oct 18] Report by W-9087: Worker observed not wearing safety glasses at Unit A.,Unsafe Condition,NO,Working at Height,LOW,,,,,Unit A,Compressor,synthetic,stopped work,supervisor intervened,replaced equipment,,True
ed422650-b53a-4a67-b3b0-4d01a0eef759,[Oct 20] Report by W-7533: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Act,NO,Slips/Trips,LOW,,,,,Offshore Platform 1,Compressor,synthetic,,,replaced equipment,updated procedures,
aae4a830-eae5-474a-8830-3c0c00a06759,[Oct 8] Report by W-6072: Trip hazard due to loose cables near Electrical Panel. Cables were immediately organized.,Unsafe Condition,NO,Confined Space,LOW,,,,,Unit B,Electrical Panel,synthetic,,colleague intervened,replaced equipment,,False
56872568-4f5f-4858-98a5-32055d1811b0,[Oct 7] Report by W-9899: Trip hazard due to loose cables near Electrical Panel. Cables were immediately organized.,Unsafe Condition,NO,Electrical,MEDIUM,,,,,Refinery Sector 4,Electrical Panel,synthetic,stopped work,,replaced equipment,retrained staff,True
ee397ec9-e2d2-44ff-b188-bae7cc6b8df5,[Oct 15] Report by W-5256: Worker observed not wearing safety glasses at Offshore Platform 1.,Unsafe Condition,NO,Working at Height,LOW,,,,,Offshore Platform 1,Electrical Panel,synthetic,,,cleaned up,,True
f855891a-3e10-4512-b565-c9661477cd3d,[Oct 13] Report by W-6060: Worker observed not wearing safety glasses at Refinery Sector 4.,Unsafe Condition,NO,Pressure,MEDIUM,,,,,Refinery Sector 4,Electrical Panel,synthetic,reported to supervisor,,cleaned up,updated procedures,
f54d8cd9-096c-48ef-afe1-82675fce4478,"[Oct 27] Report by W-2309: During maintenance of the Compressor at Unit B, the technician started work without isolating the equipment. The Compressor was still energized.",Unsafe Act,YES,Energy Isolation,HIGH,,,,,Unit B,Compressor,synthetic,reported to supervisor,supervisor intervened,replaced equipment,retrained staff,
35ba42f1-ffd5-40d3-b6ce-8fc980ee240f,[Oct 15] Report by W-4116: Worker observed not wearing safety glasses at Unit B.,Unsafe Act,NO,Electrical,MEDIUM,,,,,Unit B,Heat Exchanger,synthetic,reported to supervisor,colleague intervened,replaced equipment,retrained staff,True
733dc6b7-da37-4fb8-af67-0ca811425526,[Oct 15] Report by W-5422: Small oil spill near Compressor at Unit A. Cleaned up promptly.,Unsafe Condition,NO,Slips/Trips,MEDIUM,,,,,Unit A,Compressor,synthetic,reported to supervisor,colleague intervened,cleaned up,updated procedures,True
184d7f01-e0d9-4379-889b-d542fca8cbca,<div><p>[Oct 20] Report by W-4071: Trip hazard due to loose cables near Pump. Cables were immediately organized.</p></div>,Unsafe Act,NO,Pressure,LOW,,,,,Offshore Platform 1,Pump,synthetic,stopped work,supervisor intervened,replaced equipment,,False
bc6d1667-d6af-4524-acd4-f644152dbab1,[Oct 11] Report by W-4402: Small oil spill near Pump at Unit A. Cleaned up promptly.,Unsafe Condition,NO,Confined Space,LOW,,,,,Unit A,Pump,synthetic,,supervisor intervened,cleaned up,retrained staff,False
04f66096-c792-436f-ba76-7ed50750e1ba,[Oct 7] Report by W-9089: Small oil spill near Pump at Unit B. Cleaned up promptly.,Unsafe Condition,NO,Pressure,LOW,,,,,Unit B,Pump,synthetic,stopped work,,cleaned up,updated procedures,
5735a535-8622-4066-b2f5-6965907c2c4e,[Oct 18] Report by W-4988: Worker observed not wearing safety glasses at Refinery Sector 4.,Unsafe Condition,NO,Pressure,MEDIUM,,,,,Refinery Sector 4,Electrical Panel,synthetic,stopped work,,,updated procedures,False
b95c0485-9bf7-4182-b725-6bbfd31c0eba,[Oct 8] Report by W-6119: Small oil spill near Heat Exchanger at Refinery Sector 4. Cleaned up promptly.,Unsafe Act,NO,Manual Handling,LOW,,,,,Refinery Sector 4,Heat Exchanger,synthetic,,colleague intervened,cleaned up,,
9f19de4e-3b21-4572-8913-cdf939ae9c6c,[Oct 13] Report by W-6177: Small oil spill near Pump at Unit B. Cleaned up promptly.,Unsafe Act,NO,Pressure,LOW,,,,,Unit B,Pump,synthetic,stopped work,,,,True
ef235ed8-9b08-4ab8-b425-608022c18c5f,[Oct 14] Report by W-2356: Trip hazard due to loose cables near Pump. Cables were immediately organized.,Unsafe Condition,NO,Pressure,LOW,,,,,Offshore Platform 1,Pump,synthetic,stopped work,supervisor intervened,replaced equipment,retrained staff,True
2639fbd5-75e0-4018-9a79-f9727cf71588,[Oct 19] Report by W-3080: Small oil spill near Valve at Unit A. Cleaned up promptly.,Unsafe Act,NO,Manual Handling,LOW,,,,,Unit A,Valve,synthetic,stopped work,,replaced equipment,retrained staff,True
adb7288a-4771-49ca-97af-1afe475b1390,[Oct 2] Report by W-7617: Worker observed not wearing safety glasses at Refinery Sector 4.,Unsafe Act,NO,Manual Handling,LOW,,,,,Refinery Sector 4,Electrical Panel,synthetic,stopped work,supervisor intervened,replaced equipment,,
bd13764c-5010-467a-8745-d5838fab3ab5,[Oct 26] Report by W-9734: Worker observed not wearing safety glasses at Offshore Platform 1.,Unsafe Condition,NO,Pressure,MEDIUM,,,,,Offshore Platform 1,Valve,synthetic,,,replaced equipment,updated procedures,False
d2157108-a5c4-46be-aa74-5bc4557b53e2,[Oct 25] Report by W-7834: Worker observed not wearing safety glasses at Offshore Platform 1.,Unsafe Condition,NO,Working at Height,LOW,,,,,Offshore Platform 1,Heat Exchanger,synthetic,,,,retrained staff,
ef402a96-6f2f-4526-bae2-1a0ed45481e5,[Oct 24] Report by W-3176: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Act,NO,Working at Height,MEDIUM,,,,,Unit A,Valve,synthetic,reported to supervisor,colleague intervened,,,True
1b982764-7e70-4418-9f36-e5c136b270fb,<div><p>[Oct 22] Report by W-8952: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.</p></div>,Unsafe Act,NO,Electrical,LOW,,,,,Unit A,Pump,synthetic,stopped work,supervisor intervened,replaced equipment,,
09f22fa9-f420-43cf-be3e-1d8615c86178,[Oct 24] Report by W-9266: Worker observed not wearing safety glasses at Refinery Sector 4.,Unsafe Condition,NO,Working at Height,MEDIUM,,,,,Refinery Sector 4,Pump,synthetic,,supervisor intervened,,retrained staff,
4c2f822d-8289-4009-bd7f-956f63e457f6,[Oct 19] Report by W-6077: Small oil spill near Heat Exchanger at Refinery Sector 4. Cleaned up promptly.,Unsafe Act,NO,Pressure,LOW,,,,,Refinery Sector 4,Heat Exchanger,synthetic,,,replaced equipment,,False
cfd57d57-788f-452a-a1eb-b612418837f7,[Oct 18] Report by W-5979: Small oil spill near Valve at Unit B. Cleaned up promptly.,Unsafe Condition,NO,Working at Height,LOW,,,,,Unit B,Valve,synthetic,,supervisor intervened,cleaned up,updated procedures,True
0a6195fe-2a3b-4a03-84e6-700b2bfa49e8,<div><p>[Oct 18] Report by W-4012: Trip hazard due to loose cables near Heat Exchanger. Cables were immediately organized.</p></div>,Unsafe Condition,NO,Confined Space,LOW,,,,,Unit A,Heat Exchanger,synthetic,reported to supervisor,colleague intervened,,retrained staff,False
0826ab88-cf98-456a-a8a9-53e4567f4b3b,[Oct 22] Report by W-8789: Trip hazard due to loose cables near Compressor. Cables were immediately organized.,Unsafe Act,NO,Working at Height,LOW,,,,,Refinery Sector 4,Compressor,synthetic,reported to supervisor,colleague intervened,cleaned up,updated procedures,False
f4eb43af-e983-4efb-b268-51acbc4f67b3,[Oct 13] Report by W-1106: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Act,NO,Pressure,LOW,,,,,Unit B,Heat Exchanger,synthetic,stopped work,supervisor intervened,cleaned up,,
440d7c48-2bb8-4db0-975c-9a48fff764b3,[Oct 11] Report by W-7391: Worker observed not wearing safety glasses at Offshore Platform 1.,Unsafe Condition,NO,Working at Height,MEDIUM,,,,,Offshore Platform 1,Pump,synthetic,reported to supervisor,,replaced equipment,retrained staff,
f4877254-fa8d-4999-84de-f24d92435553,[Oct 12] Report by W-8189: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Act,NO,Confined Space,MEDIUM,,,,,Unit B,Compressor,synthetic,reported to supervisor,supervisor intervened,cleaned up,,
b5dce1c7-cf46-4154-a2b2-213e9d4aee0c,[Oct 18] Report by W-2033: Worker observed not wearing safety glasses at Refinery Sector 4.,Unsafe Condition,NO,Slips/Trips,MEDIUM,,,,,Refinery Sector 4,Compressor,synthetic,reported to supervisor,supervisor intervened,cleaned up,,False
44049c1a-a65b-4979-a382-1bdc3ca465d2,[Oct 14] Report by W-3044: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Act,NO,Confined Space,LOW,,,,,Unit B,Compressor,synthetic,stopped work,,replaced equipment,retrained staff,
bf1e7ca0-cb64-4aaf-a774-90d7e6cb96da,[Oct 16] Report by W-4749: Small oil spill near Heat Exchanger at Unit A. Cleaned up promptly.,Unsafe Condition,NO,Manual Handling,MEDIUM,,,,,Unit A,Heat Exchanger,synthetic,stopped work,colleague intervened,replaced equipment,retrained staff,False
182e014c-d2ec-4650-8212-f083e1ab4861,[Oct 8] Report by W-3076: Trip hazard due to loose cables near Heat Exchanger. Cables were immediately organized.,Unsafe Act,NO,Confined Space,LOW,,,,,Offshore Platform 1,Heat Exchanger,synthetic,stopped work,supervisor intervened,,updated procedures,False
c6cf5052-ccdb-4158-b097-6b11e5fe575c,[Oct 18] Report by W-2315: Worker observed not wearing safety glasses at Offshore Platform 1.,Unsafe Act,NO,Electrical,LOW,,,,,Offshore Platform 1,Pump,synthetic,,,,updated procedures,True
4470ef11-c9c7-48b5-b916-744966ac7461,[Oct 28] Report by W-9840: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Act,NO,Pressure,MEDIUM,,,,,Unit B,Heat Exchanger,synthetic,reported to supervisor,supervisor intervened,cleaned up,updated procedures,False
63424ae6-16fc-46a4-b496-2b59b8a8e014,[Oct 3] Report by W-9262: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Act,NO,Energy Isolation,LOW,,,,,Unit B,Valve,synthetic,stopped work,supervisor intervened,cleaned up,retrained staff,True
d54888f6-26a1-42f3-8ece-dc0f36642aca,[Oct 25] Report by W-6733: Trip hazard due to loose cables near Compressor. Cables were immediately organized.,Unsafe Condition,NO,Pressure,LOW,,,,,Refinery Sector 4,Compressor,synthetic,reported to supervisor,colleague intervened,,,True
4c97d632-dcd0-459a-9418-bcbe57990e1c,[Oct 19] Report by W-8573: Trip hazard due to loose cables near Heat Exchanger. Cables were immediately organized.,Unsafe Act,NO,Energy Isolation,MEDIUM,,,,,Unit B,Heat Exchanger,synthetic,stopped work,colleague intervened,cleaned up,,
ab998bb7-64d1-49be-a345-092212dfba42,,Unsafe Condition,NO,Manual Handling,MEDIUM,,,,,Unit B,Electrical Panel,synthetic,stopped work,,replaced equipment,,True
0363e630-5d2a-40b7-b041-75e5150a0407,[Oct 11] Report by W-7484: Small oil spill near Pump at Offshore Platform 1. Cleaned up promptly.,Unsafe Condition,NO,Electrical,LOW,,,,,Offshore Platform 1,Pump,synthetic,reported to supervisor,supervisor intervened,cleaned up,,True
76e48bd6-e1c0-4862-b3fd-8e917a0a1975,[Oct 14] Report by W-9077: Worker observed not wearing safety glasses at Unit B.,Unsafe Condition,NO,Pressure,LOW,,,,,Unit B,Compressor,synthetic,reported to supervisor,supervisor intervened,cleaned up,retrained staff,False
7ee814bd-9676-4e1b-9aa2-38aaf7ffa6de,[Oct 25] Report by W-3908: Line opened with residual pressure on the Heat Exchanger. High-energy release narrowly missed the operator.,Near Miss,YES,Energy Isolation,HIGH,,,,,Offshore Platform 1,Heat Exchanger,synthetic,,colleague intervened,replaced equipment,updated procedures,True
7f9816ff-f6eb-43cc-bb21-aaeaf5788da3,[Oct 16] Report by W-2474: Small oil spill near Valve at Unit A. Cleaned up promptly.,Unsafe Condition,NO,Slips/Trips,MEDIUM,,,,,Unit A,Valve,synthetic,reported to supervisor,colleague intervened,,updated procedures,
e53a04d5-f88e-4c73-be68-dc1c68d23e44,[Oct 14] Report by W-5814: Trip hazard due to loose cables near Valve. Cables were immediately organized.,Unsafe Condition,NO,Energy Isolation,MEDIUM,,,,,Unit A,Valve,synthetic,,supervisor intervened,,retrained staff,True
6ce04d81-46c1-4e4b-bee1-2f42e706669b,<div><p>[Oct 12] Report by W-8362: Trip hazard due to loose cables near Electrical Panel. Cables were immediately organized.</p></div>,Unsafe Condition,NO,Manual Handling,LOW,,,,,Offshore Platform 1,Electrical Panel,synthetic,reported to supervisor,supervisor intervened,replaced equipment,retrained staff,True
f598f489-6723-45c2-85a8-0626da0af11f,[Oct 16] Report by W-4874: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Act,NO,Working at Height,LOW,,,,,Refinery Sector 4,Compressor,synthetic,,colleague intervened,replaced equipment,,True
06787fdb-9a11-44ba-9e49-c7ef61da5b4e,[Oct 25] Report by W-7533: Line opened with residual pressure on the Heat Exchanger. High-energy release narrowly missed the operator.,Unsafe Act,YES,Working at Height,HIGH,,,,,Refinery Sector 4,Heat Exchanger,synthetic,,colleague intervened,cleaned up,retrained staff,False
e00afc8a-8912-474a-b89f-bbfda83bffc3,[Oct 13] Report by W-1475: Small oil spill near Electrical Panel at Unit A. Cleaned up promptly.,Unsafe Condition,NO,Manual Handling,MEDIUM,,,,,Unit A,Electrical Panel,synthetic,stopped work,supervisor intervened,,updated procedures,True
7eda88ca-844b-4681-a761-6d82256dca39,,Unsafe Act,NO,Manual Handling,LOW,,,,,Unit B,Compressor,synthetic,stopped work,supervisor intervened,replaced equipment,retrained staff,True
30457c0b-c2f9-4345-8566-b61689360e83,[Oct 6] Report by W-6463: Trip hazard due to loose cables near Electrical Panel. Cables were immediately organized.,Unsafe Condition,NO,Working at Height,MEDIUM,,,,,Offshore Platform 1,Electrical Panel,synthetic,,colleague intervened,replaced equipment,updated procedures,
3c5e898f-aab8-4aea-92f1-328c25c274c1,[Oct 22] Report by W-3570: Small oil spill near Valve at Unit A. Cleaned up promptly.,Unsafe Act,NO,Electrical,MEDIUM,,,,,Unit A,Valve,synthetic,,supervisor intervened,replaced equipment,retrained staff,False
84068a45-caaa-4f08-9c84-6d718a477b14,"[Oct 12] Report by W-2916: While working at Unit B, worker was at height without fall protection. Serious risk of fatal fall.",Near Miss,YES,Pressure,CRITICAL,,,,,Unit B,Pump,synthetic,,colleague intervened,cleaned up,,False
2c804d94-71cc-40d3-be72-94d623cebaa0,[Oct 9] Report by W-9557: Worker observed not wearing safety glasses at Offshore Platform 1.,Unsafe Condition,NO,Confined Space,MEDIUM,,,,,Offshore Platform 1,Valve,synthetic,,,cleaned up,,False
83727cde-cfbb-439c-8755-bff981b86aa4,[Oct 9] Report by W-9557: Worker observed not wearing safety glasses at Offshore Platform 1.,Unsafe Condition,NO,Confined Space,MEDIUM,,,,,Offshore Platform 1,Valve,synthetic,,,cleaned up,,False
ac45a0ad-c20e-4a7c-95aa-3d7ae3ef18c6,[Oct 27] Report by W-1486: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Condition,NO,Pressure,MEDIUM,,,,,Refinery Sector 4,Pump,synthetic,reported to supervisor,,replaced equipment,updated procedures,True
34e1d279-57ff-4c14-8f5e-7fb2ebe86475,"[Oct 21] Report by W-6095: While working at Unit A, worker was at height without fall protection. Serious risk of fatal fall.",Near Miss,YES,Pressure,HIGH,,,,,Unit A,Heat Exchanger,synthetic,,colleague intervened,cleaned up,retrained staff,False
f2a0811e-1a10-41e2-8bcc-28525307732c,[Oct 6] Report by W-9930: Small oil spill near Heat Exchanger at Offshore Platform 1. Cleaned up promptly.,Unsafe Act,NO,Manual Handling,LOW,,,,,Offshore Platform 1,Heat Exchanger,synthetic,reported to supervisor,colleague intervened,,,False
e6a195e4-b7a4-4992-a686-a80b5e4fa797,[Oct 19] Report by W-5067: Trip hazard due to loose cables near Compressor. Cables were immediately organized.,Unsafe Act,NO,Pressure,MEDIUM,,,,,Unit A,Compressor,synthetic,,,,updated procedures,
da490bc5-3f3d-4e12-b269-68808a48958e,[Oct 24] Report by W-8985: Trip hazard due to loose cables near Valve. Cables were immediately organized.,Unsafe Condition,NO,Electrical,LOW,,,,,Unit A,Valve,synthetic,stopped work,supervisor intervened,replaced equipment,retrained staff,
c375f519-efdf-44d0-9757-7fb9c08f3298,[Oct 3] Report by W-7653: Trip hazard due to loose cables near Electrical Panel. Cables were immediately organized.,Unsafe Condition,NO,Working at Height,LOW,,,,,Refinery Sector 4,Electrical Panel,synthetic,,,,retrained staff,True
104d18e1-316a-41a0-8018-7cc793c33739,[Oct 5] Report by W-5492: Worker observed not wearing safety glasses at Offshore Platform 1.,Unsafe Condition,NO,Energy Isolation,LOW,,,,,Offshore Platform 1,Compressor,synthetic,reported to supervisor,,cleaned up,updated procedures,True
841709ca-45a0-4e5a-b5ff-f029e4ecf527,[Oct 1] Report by W-7839: Small oil spill near Valve at Unit A. Cleaned up promptly.,Unsafe Condition,NO,Working at Height,LOW,,,,,Unit A,Valve,synthetic,,colleague intervened,replaced equipment,updated procedures,False
229551be-6626-4a58-9af2-664f8964a054,,Unsafe Act,NO,Confined Space,LOW,,,,,Unit A,Heat Exchanger,synthetic,reported to supervisor,supervisor intervened,cleaned up,updated procedures,True
8cc15a62-2d3d-4a88-a7e4-40251888b36b,[Oct 24] Report by W-9903: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Condition,NO,Slips/Trips,LOW,,,,,Unit A,Valve,synthetic,stopped work,supervisor intervened,cleaned up,,False
9653f5ac-0b8f-4cc0-975f-f55711297a28,[Oct 12] Report by W-6625: Small oil spill near Electrical Panel at Unit B. Cleaned up promptly.,Unsafe Act,NO,Electrical,MEDIUM,,,,,Unit B,Electrical Panel,synthetic,stopped work,colleague intervened,,retrained staff,
123f886c-c686-43f4-95eb-e95fd283b0c1,[Oct 27] Report by W-1885: Worker entered the confined space at Unit A without conducting a gas test. No standby person was present.,Near Miss,YES,Energy Isolation,CRITICAL,,,,,Unit A,Heat Exchanger,synthetic,stopped work,colleague intervened,replaced equipment,,
b6f17116-7a2f-40d1-a881-395ab3c62ef9,[Oct 2] Report by W-7398: Small oil spill near Pump at Offshore Platform 1. Cleaned up promptly.,Unsafe Condition,NO,Manual Handling,MEDIUM,,,,,Offshore Platform 1,Pump,synthetic,,supervisor intervened,cleaned up,updated procedures,False
d8e70041-051d-447d-83b3-434dab19a884,[Oct 2] Report by W-7359: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Act,NO,Manual Handling,MEDIUM,,,,,Refinery Sector 4,Electrical Panel,synthetic,reported to supervisor,,replaced equipment,,True
a5e0baf3-11a7-489d-8050-e79baf44df34,[Oct 6] Report by W-1505: Trip hazard due to loose cables near Heat Exchanger. Cables were immediately organized.,Unsafe Act,NO,Slips/Trips,LOW,,,,,Offshore Platform 1,Heat Exchanger,synthetic,,,replaced equipment,retrained staff,
4915d42c-c1dc-4dc3-acb0-829b6b85692e,[Oct 20] Report by W-6048: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Act,NO,Manual Handling,LOW,,,,,Unit B,Valve,synthetic,,supervisor intervened,,retrained staff,True
f4537d63-11fe-4adb-ab87-db8eb43ad1c9,[Oct 20] Report by W-6048: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Act,NO,Manual Handling,LOW,,,,,Unit B,Valve,synthetic,,supervisor intervened,,retrained staff,True
e0b57dda-73a0-44d0-a86a-18c5029dd228,[Oct 18] Report by W-1626: Trip hazard due to loose cables near Compressor. Cables were immediately organized.,Unsafe Act,NO,Confined Space,LOW,,,,,Unit B,Compressor,synthetic,,colleague intervened,cleaned up,retrained staff,True
b70990f5-8648-44fd-a89e-4d08927c3ebc,[Oct 10] Report by W-3530: Worker observed not wearing safety glasses at Offshore Platform 1.,Unsafe Condition,NO,Slips/Trips,LOW,,,,,Offshore Platform 1,Compressor,synthetic,reported to supervisor,colleague intervened,cleaned up,,True
3534987a-7329-467f-8417-d0b868f33414,[Oct 21] Report by W-1306: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Condition,NO,Energy Isolation,MEDIUM,,,,,Offshore Platform 1,Compressor,synthetic,,colleague intervened,replaced equipment,updated procedures,False
fca630b0-46be-4060-89bc-02bfb4905b85,[Oct 1] Report by W-9546: Small oil spill near Heat Exchanger at Refinery Sector 4. Cleaned up promptly.,Unsafe Act,NO,Electrical,MEDIUM,,,,,Refinery Sector 4,Heat Exchanger,synthetic,,supervisor intervened,,retrained staff,
af452487-1705-4040-951a-926d609bce4c,[Oct 3] Report by W-2807: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Condition,NO,Electrical,MEDIUM,,,,,Unit B,Compressor,synthetic,stopped work,supervisor intervened,cleaned up,updated procedures,
da6bed8f-ff2a-4554-a7a6-8a9610685cd3,[Oct 3] Report by W-2807: Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Unsafe Condition,NO,Electrical,MEDIUM,,,,,Unit B,Compressor,synthetic,stopped work,supervisor intervened,cleaned up,updated procedures,
fecf42f4-ca67-4e6a-a984-94092dc81190,[Oct 17] Report by W-1901: Small oil spill near Heat Exchanger at Refinery Sector 4. Cleaned up promptly.,Unsafe Act,NO,Slips/Trips,LOW,,,,,Refinery Sector 4,Heat Exchanger,synthetic,,colleague intervened,,retrained staff,False
863a5d59-a36d-484e-975e-4c95561af6be,[Oct 18] Report by W-1493: Trip hazard due to loose cables near Electrical Panel. Cables were immediately organized.,Unsafe Condition,NO,Electrical,MEDIUM,,,,,Unit B,Electrical Panel,synthetic,,,cleaned up,updated procedures,False
b277e0bf-9b43-482f-9f66-86263cd8bbcf,[Oct 12] Report by W-6444: Small oil spill near Compressor at Refinery Sector 4. Cleaned up promptly.,Unsafe Condition,NO,Energy Isolation,LOW,,,,,Refinery Sector 4,Compressor,synthetic,,,,retrained staff,
54628995-b4fe-4b29-b778-41ccce307111,[Oct 26] Report by W-6345: Trip hazard due to loose cables near Valve. Cables were immediately organized.,Unsafe Condition,NO,Electrical,LOW,,,,,Unit B,Valve,synthetic,reported to supervisor,colleague intervened,replaced equipment,,
273d276f-f4d1-4df4-bc63-6a39ad36ae1a,"[Oct 18] Report by W-6306: While working at Refinery Sector 4, worker was at height without fall protection. Serious risk of fatal fall.",Near Miss,YES,Working at Height,HIGH,,,,,Refinery Sector 4,Compressor,synthetic,,colleague intervened,replaced equipment,updated procedures,True
8998f4ec-6b2d-43ea-9c9c-2f55adfede12,[Oct 22] Report by W-6394: Line opened with residual pressure on the Compressor. High-energy release narrowly missed the operator.,Near Miss,YES,Energy Isolation,HIGH,,,,,Unit B,Compressor,synthetic,,supervisor intervened,,updated procedures,
7cfce86a-42b4-4321-a59d-73c3bed19342,[Oct 10] Report by W-4810: Worker entered the confined space at Unit B without conducting a gas test. No standby person was present.,Unsafe Act,YES,Energy Isolation,HIGH,,,,,Unit B,Compressor,synthetic,,supervisor intervened,cleaned up,updated procedures,
529e3038-af15-4e2a-ae29-4adb8cb2662e,[Oct 13] Report by W-1458: Trip hazard due to loose cables near Heat Exchanger. Cables were immediately organized.,Unsafe Act,NO,Slips/Trips,LOW,,,,,Unit A,Heat Exchanger,synthetic,reported to supervisor,colleague intervened,cleaned up,retrained staff,True
fa83125d-dd54-4b42-9848-4d530e92fb9a,[Oct 2] Report by W-7827: Small oil spill near Electrical Panel at Unit A. Cleaned up promptly.,Unsafe Condition,NO,Working at Height,MEDIUM,,,,,Unit A,Electrical Panel,synthetic,,colleague intervened,cleaned up,retrained staff,False
6bc13fa8-b324-4389-b3c3-8c4f8ba4e40d,<div><p>[Oct 15] Report by W-5033: Trip hazard due to loose cables near Valve. Cables were immediately organized.</p></div>,Unsafe Condition,NO,Energy Isolation,LOW,,,,,Refinery Sector 4,Valve,synthetic,,colleague intervened,,updated procedures,False
1fedd804-30a1-48cf-b602-1ac0d04e7c2e,[Oct 4] Report by W-6405: Worker observed not wearing safety glasses at Offshore Platform 1.,Unsafe Condition,NO,Electrical,MEDIUM,,,,,Offshore Platform 1,Pump,synthetic,,colleague intervened,replaced equipment,,
